Time,BOI_FLOW_1,BOI_FLOW_2,BOI_GAS_CSUM_1,BOI_GAS_CSUM_2,BOI_RW_TEMP_1,BOI_RW_TEMP_2,BOI_STA_1,BOI_STA_2,BOI_SW_TEMP_1,BOI_SW_TEMP_2,HWL_DP,HWL_DPSPT,HWL_RW_TEMP,HWL_SW_TEMP,OA_TEMP,PM_POW_1,PM_POW_2,PM_SPD_1,PM_SPD_2,PM_STA_1,PM_STA_2,SEC_POW
1133,63.18716812,0.0000204,420.798614,0,139.9573669,68.01186371,1,0,175.9068298,175.9562683,480.519469,480.5220059,140.1275482,175.9043579,26.825933,1.029479265,-3.5E-14,0.429499388,0,1,0,300.2169992
1134,67.77859497,0.0000235,448.6212781,0,139.9556122,68.01186371,1,0,175.8766174,175.9562683,480.5129152,480.5220059,140.0075226,175.8756866,26.825933,1.103227139,-3.61E-14,0.442477614,0,1,0,300.2169992
1135,68.57344818,0.0000241,449.8570976,0,139.95578,68.01186371,1,0,175.8744202,175.9562683,480.5088456,480.5220059,139.8506927,175.8757935,26.817913,1.116481423,-3.63E-14,0.445540458,0,1,0,300.5829712
1136,64.04286957,0.000021,416.7514526,0,139.9580841,68.01186371,1,0,175.9083099,175.9562683,480.5108011,480.5220059,139.7206116,175.9118347,26.801764,1.042851448,-3.52E-14,0.432249367,0,1,0,298.876543
1137,55.96665955,0.000016,362.8003158,0,139.9614868,68.01186371,1,0,175.9640198,175.9563293,480.5169849,480.5220059,139.6795349,175.9685211,26.79369,0.922280252,-3.34E-14,0.410669476,0,1,0,299.6943836
1138,47.742836,0.0000117,310.2625071,0,139.9644012,68.01186371,1,0,176.0180206,175.9563293,480.5241729,480.5220059,139.7600098,176.0218658,26.785614,0.810397625,-3.19E-14,0.391261607,0,1,0,299.0278193
1139,42.06518173,0.00000905,275.5278673,0,139.9658203,68.01186371,1,0,176.0531158,175.9563293,480.5315722,480.5220059,139.9336853,176.0548706,26.777538,0.736914396,-3.1E-14,0.376565605,0,1,0,295.5207129
1140,39.95636368,0.00000817,264.5972707,0,139.9654999,68.01186371,1,0,176.0631714,175.9563293,480.5378617,480.5220059,140.1467285,176.0619049,26.769464,0.709846377,-3.07E-14,0.368786961,0,1,0,296.7062108
1141,41.97264481,0.00000901,281.4599182,0,139.9632568,68.01186371,1,0,176.0437164,175.9563293,480.5405043,480.5220059,140.3518982,176.0392151,26.761333,0.735741973,-3.1E-14,0.372939914,0,1,0,295.2187466
1142,49.03365707,0.0000123,332.3662773,0,139.9589081,68.01186371,1,0,175.9882965,175.9563293,480.5384959,480.5220059,140.487854,175.9809418,26.761333,0.827447057,-3.21E-14,0.389108956,0,1,0,295.2187466
1143,62.35300827,0.0000199,424.4211835,0,139.9525452,68.01186371,1,0,175.8896942,175.9563293,480.5282425,480.5220059,140.493988,175.8812408,26.75326,1.016593456,-3.48E-14,0.422489285,0,1,0,296.6623557
1144,80.87735748,0.0000335,545.1391447,0,139.9454041,68.01186371,1,0,175.7617035,175.9563293,480.5068372,480.5220059,140.2808075,175.755722,26.73711,1.338821292,-3.99E-14,0.473620564,0,1,0,296.1879367
1145,93.27996063,0.0000445,613.7167409,0,139.9425354,68.01186371,1,0,175.688858,175.9563293,480.482895,480.5220059,139.8555298,175.6883698,26.729034,1.598540306,-4.42E-14,0.515986323,0,1,0,343.9039023
1146,90.41880035,0.0000418,583.3856538,0,139.9476471,68.01186371,1,0,175.7182007,175.9563293,480.4721659,480.5220059,139.452713,175.723587,26.720959,1.534947038,-4.32E-14,0.514667273,0,1,0,241.5120735
1147,69.08370972,0.0000244,433.3782462,0,139.9602814,68.01186371,1,0,175.8768463,175.9563293,480.4836349,480.5220059,138.9669495,175.8899689,26.712885,1.125018835,-3.65E-14,0.457525998,0,1,0,238.6353703
1148,41.62463379,0.00000886,258.2148167,0,139.9729614,68.01186371,1,0,176.0617371,175.9563293,480.50763,480.5220059,138.8987732,176.0770111,26.704754,0.731218159,-3.1E-14,0.381337434,0,1,0,284.7956893
1149,24.39342499,0.00000304,153.2435522,0,139.9796753,68.01186371,1,0,176.1707306,175.9563293,480.5228515,480.5220059,139.3094482,176.1811676,26.69668,0.50448668,-2.9E-14,0.340011656,0,1,0,283.0280032
1150,16.72469139,0.00000143,107.3983248,0,139.9820251,68.01186371,1,0,176.217804,175.9563293,480.5318365,480.5220059,139.8136139,176.2223053,26.69668,0.389876693,-2.85E-14,0.321742207,0,1,0,283.0280032
1151,13.97179985,0.000000999,91.30007296,0,139.9822998,68.01186371,1,0,176.236145,175.9563293,480.5386016,480.5220059,140.2548218,176.2343903,26.68053,0.343387604,-2.84E-14,0.313473403,0,1,0,213.6642578
1152,13.26323509,0.0000009,88.24718916,0,139.9813232,68.01186371,1,0,176.2364197,175.9563293,480.5444154,480.5220059,140.7452545,176.2243958,26.6724,0.330770135,-2.83E-14,0.310997367,0,1,0,382.6574744
1153,17.57492256,0.00000158,124.1546503,0,139.9784088,68.01186371,1,0,176.1939545,175.9563293,480.5468466,480.5220059,141.0913696,176.1779175,26.664326,0.403544366,-2.86E-14,0.320078552,0,1,0,52.7923385
1154,29.98452759,0.0000046,210.7641066,0,139.9731445,68.01186371,1,0,176.1092072,175.9563293,480.5442569,480.5220059,140.9010925,176.0949249,26.65625,0.580243468,-2.95E-14,0.341872543,0,1,0,52.76865693
1155,47.44085312,0.0000115,326.261334,0,139.9667053,68.01186371,1,0,175.9960938,175.9563293,480.5315722,480.5220059,140.511795,175.9884033,26.64812,0.806451201,-3.19E-14,0.384028614,0,1,0,52.75602158
1156,57.91101456,0.0000172,382.6605886,0,139.9631958,68.01186371,1,0,175.9456635,175.9563293,480.519469,480.5220059,140.0024719,175.945343,26.640045,0.950196505,-3.38E-14,0.415947586,0,1,0,290.277502
1157,58.2492981,0.0000174,384.0029133,0,139.9628601,68.01186371,1,0,175.9434662,175.9563293,480.5182005,480.5220059,139.9594116,175.9437408,26.631916,0.955117404,-3.39E-14,0.41717425,0,1,0,288.8671414
1158,57.3407402,0.0000168,377.0176442,0,139.9630737,68.01186371,1,0,175.950119,175.9563293,480.5179362,480.5220059,139.9165039,175.9510498,26.631916,0.941939354,-3.37E-14,0.415312827,0,1,0,288.8671414
1159,55.16482162,0.0000156,362.0982314,0,139.9638062,68.01186371,1,0,175.9650116,175.9563293,480.5190462,480.5220059,139.8951874,175.9664307,26.619007,0.910958469,-3.33E-14,0.410317928,0,1,0,289.4604857
1160,52.37636185,0.000014,343.8572628,0,139.9645691,68.01186371,1,0,175.9833527,175.9563293,480.5218473,480.5220059,139.90979,175.9846649,26.614117,0.872344553,-3.27E-14,0.402197242,0,1,0,288.2273591
1161,49.90351486,0.0000127,328.3221934,0,139.9649963,68.01186371,1,0,175.9987335,175.9563293,480.5248599,480.5220059,139.9594574,175.9995575,26.609283,0.838986993,-3.23E-14,0.395361751,0,1,0,288.6283382
1162,48.59545517,0.0000121,320.9851676,0,139.9648438,68.01186371,1,0,176.0054932,175.9563293,480.5275026,480.5220059,140.0352173,176.0052185,26.604395,0.821629405,-3.21E-14,0.391389728,0,1,0,286.4241529
1163,49.01318359,0.0000123,325.1845579,0,139.9638519,68.01186371,1,0,176.0000458,175.9563293,480.5288239,480.5220059,140.1119385,175.9985657,26.59956,0.827157319,-3.21E-14,0.391862422,0,1,0,287.7595715
1164,51.42967606,0.0000135,342.6443783,0,139.9619751,68.01186371,1,0,175.980545,175.9563293,480.5282425,480.5220059,140.1712189,175.9780273,26.594671,0.859494269,-3.26E-14,0.397512287,0,1,0,286.8405747
1165,55.83504486,0.0000159,372.6612989,0,139.9595032,68.01186371,1,0,175.9479218,175.9563293,480.5249128,480.5220059,140.1821594,175.9449005,26.589838,0.920430243,-3.34E-14,0.408974558,0,1,0,287.4128891
1166,61.36777115,0.0000193,408.743814,0,139.9569855,68.01186371,1,0,175.9089813,175.9563293,480.518729,480.5220059,140.1221619,175.9065094,26.589838,1.001516223,-3.46E-14,0.424631804,0,1,0,287.4128891
1167,65.66815948,0.0000221,434.3410797,0,139.9553833,68.01186371,1,0,175.8813477,175.9563293,480.5123339,480.5220059,139.9884033,175.8806915,26.58495,1.068730593,-3.56E-14,0.436740458,0,1,0,286.8037174
1168,65.88139343,0.0000222,431.7817305,0,139.9558411,68.01186371,1,0,175.8833771,175.9563293,480.5088984,480.5220059,139.8273468,175.8850861,26.575226,1.072161675,-3.57E-14,0.437925458,0,1,0,285.0223655
1169,60.91195297,0.000019,395.9560809,0,139.9583588,68.01186371,1,0,175.9203491,175.9563293,480.5114882,480.5220059,139.6969299,175.9242401,26.570393,0.99460125,-3.45E-14,0.423256457,0,1,0,284.9096869
1170,52.68619537,0.0000142,341.3156461,0,139.9618225,68.01186371,1,0,175.9769745,175.9563293,480.5177777,480.5220059,139.6644287,175.9818115,26.565502,0.876572251,-3.28E-14,0.401755691,0,1,0,284.3443336
1171,44.61250687,0.0000102,289.7650532,0,139.9647217,68.01186371,1,0,176.0302582,175.9563293,480.5248071,480.5220059,139.7511597,176.0342712,26.560669,0.769676805,-3.14E-14,0.383273542,0,1,0,285.4164018
1172,39.09099197,0.00000782,255.9678205,0,139.966095,68.01186371,1,0,176.0646515,175.9563293,480.531995,480.5220059,139.9330444,176.0664063,26.55578,0.698697746,-3.06E-14,0.369318098,0,1,0,283.0792407
1173,37.02381516,0.00000701,245.1794873,0,139.9657745,68.01186371,1,0,176.074707,175.9563293,480.5382845,480.5220059,140.1547394,176.0734406,26.550892,0.671976388,-3.03E-14,0.361866355,0,1,0,285.0319279
1174,38.9004364,0.00000774,260.9941191,0,139.963623,68.01186371,1,0,176.0565186,175.9563293,480.5412443,480.5220059,140.3697968,176.0518494,26.546057,0.696256101,-3.06E-14,0.365540981,0,1,0,285.0319279
1175,45.67369461,0.0000107,310.04532,0,139.9594574,68.01186371,1,0,176.0031891,175.9563293,480.5398701,480.5220059,140.518219,175.9955444,26.546057,0.783435822,-3.16E-14,0.380877852,0,1,0,284.356772
1176,58.65815353,0.0000176,399.9844473,0,139.9530945,68.01186371,1,0,175.9071045,175.9563293,480.5308323,480.5220059,140.5381165,175.8983765,26.536335,0.961122394,-3.4E-14,0.412534356,0,1,0,285.512099
1177,77.11238098,0.0000304,522.3756798,0,139.9455566,68.01186371,1,0,175.7767487,175.9563293,480.5106426,480.5220059,140.3557892,175.7690125,26.531445,1.267470002,-3.87E-14,0.462471753,0,1,0,317.5110167
1178,96.85791779,0.000048,644.6190067,0,139.9406738,68.01186371,1,0,175.646347,175.9563293,480.4804637,480.5220059,139.9695129,175.6434937,26.526611,1.681343555,-4.57E-14,0.521719694,0,1,0,239.3854315
1179,95.84624481,0.000047,610.6272471,0,139.947052,68.01186371,1,0,175.684082,175.9563293,480.462811,480.5220059,139.2312317,175.6924896,26.521723,1.657495141,-4.52E-14,0.532487094,0,1,0,237.1071286
1180,64.43812561,0.0000212,398.6019678,0,139.9638519,68.01186371,1,0,175.9078217,175.9563293,480.4844277,480.5220059,138.7499084,175.9239197,26.516834,1.049032211,-3.53E-14,0.447006375,0,1,0,282.0620921
1181,35.49710846,0.00000645,219.6186393,0,139.976593,68.01186371,1,0,176.0948639,175.9563293,480.5106426,480.5220059,138.8912659,176.1104584,26.512,0.652164876,-3.02E-14,0.367310643,0,1,0,280.2688697
1182,20.43141174,0.00000214,128.2816266,0,139.982254,68.01186371,1,0,176.1893463,175.9563293,480.5235386,480.5220059,139.3939819,176.1986237,26.512,0.447430938,-2.87E-14,0.333420217,0,1,0,280.2688697
1183,14.24935341,0.00000104,91.8118164,0,139.9839478,68.01186371,1,0,176.2261505,175.9563293,480.5324707,480.5220059,139.9299622,176.2290649,26.502222,0.348247468,-2.84E-14,0.315825105,0,1,0,292.3993445
1184,12.39878368,0.000000786,81.32219789,0,139.983902,68.01186371,1,0,176.2386169,175.9563293,480.5380731,480.5220059,140.34375,176.2353821,26.497387,0.314947128,-2.83E-14,0.310342878,0,1,0,191.8455641
1185,12.17113495,0.000000758,81.15336313,0,139.9828491,68.01186371,1,0,176.2364197,175.9563293,480.5429355,480.5220059,140.7841492,176.2239532,26.492498,0.310703635,-2.83E-14,0.309594065,0,1,0,361.3565052
1186,16.37067604,0.00000137,115.623352,0,139.9800568,68.01186371,1,0,176.1963196,175.9563293,480.5454196,480.5220059,141.0877991,176.1804504,26.487665,0.384113908,-2.85E-14,0.317695618,0,1,0,43.10055193
1187,27.91108131,0.00000399,196.1042705,0,139.9752197,68.01186371,1,0,176.1181488,175.9563293,480.5431998,480.5220059,140.8962097,176.1041412,26.482777,0.552623928,-2.93E-14,0.337693632,0,1,0,43.12598751
1188,44.04803467,0.00000993,303.0793039,0,139.9692383,68.01186371,1,0,176.0141144,175.9563293,480.5321008,480.5220059,140.5198059,176.006485,26.477886,0.762408912,-3.13E-14,0.375795066,0,1,0,43.25518508
1189,54.25152206,0.0000151,359.3594683,0,139.9657745,68.01186371,1,0,175.9637909,175.9563293,480.5211074,480.5220059,140.0377808,175.9629669,26.472998,0.898186386,-3.31E-14,0.405682206,0,1,0,269.2002596
1190,55.52428055,0.0000158,366.7063496,0,139.9651184,68.01186371,1,0,175.9558868,175.9563293,480.5191519,480.5220059,139.9837952,175.9558258,26.472998,0.916023195,-3.34E-14,0.409515142,0,1,0,269.2002596
1191,55.23237228,0.0000156,363.3943928,0,139.9651184,68.01186371,1,0,175.9591827,175.9563293,480.5183062,480.5220059,139.9252319,175.9600677,26.463276,0.911907196,-3.33E-14,0.409451097,0,1,0,277.7785272
1192,53.38417816,0.0000146,350.626334,0,139.9657288,68.01186371,1,0,175.9720306,175.9563293,480.5191519,480.5220059,139.901886,175.9733582,26.458385,0.886165977,-3.29E-14,0.405266821,0,1,0,278.7171067
1193,50.90592957,0.0000133,334.3247348,0,139.9664307,68.01186371,1,0,175.9885712,175.9563293,480.5212131,480.5220059,139.9101868,175.9899445,26.453552,0.852413654,-3.25E-14,0.398946702,0,1,0,276.23215
1194,48.53430176,0.000012,319.1903698,0,139.9669189,68.01186371,1,0,176.003891,175.9563293,480.5242257,480.5220059,139.9481506,176.004837,26.448664,0.820815802,-3.21E-14,0.391794384,0,1,0,278.3780083
1195,47.02246094,0.0000113,310.3373209,0,139.9669189,68.01186371,1,0,176.0124664,175.9563293,480.5268155,480.5220059,140.0177307,176.0124664,26.443775,0.800968289,-3.18E-14,0.387407541,0,1,0,277.1374626
1196,47.04138565,0.0000113,311.8087928,0,139.966156,68.01186371,1,0,176.0101013,175.9563293,480.5284539,480.5220059,140.093811,176.0089569,26.43894,0.801218629,-3.18E-14,0.386885375,0,1,0,276.7957446
1197,48.88080597,0.0000122,325.3344419,0,139.9646301,68.01186371,1,0,175.9950562,175.9563293,480.5284011,480.5220059,140.1555176,175.9928589,26.434052,0.82540369,-3.21E-14,0.391050309,0,1,0,276.6683744
1198,52.5474205,0.0000141,350.5964744,0,139.9624329,68.01186371,1,0,175.9676361,175.9563293,480.5261813,480.5220059,140.1798401,175.9647827,26.434052,0.874690056,-3.28E-14,0.400145203,0,1,0,276.6683744
1199,57.55094528,0.0000169,383.6896993,0,139.9600067,68.01186371,1,0,175.9320526,175.9563293,480.5211603,480.5220059,140.1457214,175.9294128,26.424274,0.944981873,-3.38E-14,0.414071292,0,1,0,276.8978717
1200,62.28779221,0.0000198,413.2325673,0,139.9580841,68.01186371,1,0,175.9004059,175.9563293,480.5150294,480.5220059,140.0418091,175.8990326,26.41944,1.015561819,-3.48E-14,0.427288979,0,1,0,275.2244172
1201,64.09321594,0.000021,421.5569736,0,139.9577637,68.01186371,1,0,175.8912354,175.9563293,480.5103783,480.5220059,139.8875427,175.8920593,26.41455,1.043643355,-3.52E-14,0.43301028,0,1,0,277.831157
1202,61.08865356,0.0000191,398.4449395,0,139.9595032,68.01186371,1,0,175.9150238,175.9563293,480.5107483,480.5220059,139.7481995,175.9180908,26.409662,0.997269332,-3.45E-14,0.424359709,0,1,0,275.6536805
1203,54.22667694,0.000015,351.8145614,0,139.9625244,68.01186371,1,0,175.9635162,175.9563293,480.5157164,480.5220059,139.6777039,175.9679718,26.404774,0.897829652,-3.31E-14,0.405506313,0,1,0,278.0759505
1204,46.37253952,0.000011,301.0198185,0,139.9655457,68.01186371,1,0,176.0161438,175.9563293,480.5220588,480.5220059,139.7210083,176.0204315,26.399939,0.792483449,-3.17E-14,0.386966288,0,1,0,275.9446555
1205,40.16503906,0.00000825,262.1724177,0,139.9674683,68.01186371,1,0,176.0561981,175.9563293,480.528771,480.5220059,139.861084,176.0588837,26.39505,0.712513447,-3.08E-14,0.372216791,0,1,0,278.3413892
1206,36.90684128,0.00000697,243.3065233,0,139.9677429,68.01186371,1,0,176.0749817,175.9563293,480.5351662,480.5220059,140.0653076,176.0749817,26.39505,0.670457125,-3.03E-14,0.362647682,0,1,0,278.3413892
1207,37.12656403,0.00000705,247.6350058,0,139.9664307,68.01186371,1,0,176.0692596,175.9563293,480.5403458,480.5220059,140.2787781,176.0660858,26.385273,0.673309803,-3.04E-14,0.359175712,0,1,0,276.618932
1208,41.46537018,0.0000088,279.8857331,0,139.9632568,68.01186371,1,0,176.0338898,175.9563293,480.5400815,480.5220059,140.4614868,176.0277405,26.380383,0.729230046,-3.1E-14,0.370934427,0,1,0,280.8146952
1209,50.89592361,0.0000133,346.7015418,0,139.9579163,68.01186371,1,0,175.9615936,175.9563293,480.5353248,480.5220059,140.5625,175.9523163,26.375494,0.852306366,-3.25E-14,0.393113166,0,1,0,313.4298923
1210,69.55171204,0.0000247,477.0528574,0,139.950119,68.01186371,1,0,175.8212433,175.9563293,480.5182534,480.5220059,140.5228882,175.8110352,26.37066,1.133037686,-3.66E-14,0.439592272,0,1,0,234.0889863
1211,92.67736816,0.0000439,617.8236581,0,139.9437561,68.01186371,1,0,175.6750183,175.9563293,480.4854319,480.5220059,140.0136719,175.6719513,26.365772,1.584967613,-4.4E-14,0.509151518,0,1,0,232.6420065
1212,92.48099518,0.0000438,591.0992398,0,139.9487,68.01186371,1,0,175.7052917,175.9563293,480.4685719,480.5220059,139.3240051,175.7127533,26.360882,1.580517888,-4.39E-14,0.521398246,0,1,0,277.9195633
1213,66.20420837,0.0000224,414.0541632,0,139.9627075,68.01186371,1,0,175.8907318,175.9563293,480.4851676,480.5220059,138.95047,175.9041901,26.355993,1.077333808,-3.57E-14,0.450853318,0,1,0,275.6364059
1214,40.05629349,0.00000821,249.7671251,0,139.9743958,68.01186371,1,0,176.062561,175.9563293,480.5066786,480.5220059,138.9979248,176.0765228,26.355993,0.711078644,-3.07E-14,0.382002413,0,1,0,275.6364059
1215,24.62644577,0.0000031,155.4688865,0,139.9803314,68.01186371,1,0,176.1604004,175.9563293,480.5216359,480.5220059,139.3738403,176.1699066,26.351105,0.50773406,-2.9E-14,0.341554284,0,1,0,270.4463926
1216,17.56145287,0.00000158,113.1324142,0,139.9825287,68.01186371,1,0,176.204071,175.9563293,480.5312023,480.5220059,139.8189392,176.2084045,26.341328,0.403315187,-2.86E-14,0.32117933,0,1,0,223.1030854
1217,14.90709305,0.00000114,97.47999487,0,139.9828033,68.01186371,1,0,176.2220917,175.9563293,480.5365404,480.5220059,140.2095032,176.220993,26.336437,0.359611243,-2.84E-14,0.315267444,0,1,0,200.9691626
1218,14.05912495,0.00000101,93.38611146,0,139.9819794,68.01186371,1,0,176.2241211,175.9563293,480.5415085,480.5220059,140.6655579,176.2134094,26.331604,0.344925284,-2.84E-14,0.313302934,0,1,0,372.1724081
1219,18.14064217,0.00000168,127.4701884,0,139.979187,68.01186371,1,0,176.1838531,175.9563293,480.5415614,480.5220059,141.0034332,176.1692352,26.305456,0.412463903,-2.86E-14,0.3264305,0,1,0,52.79782038
1220,29.58385849,0.00000448,206.7618444,0,139.9743347,68.01186371,1,0,176.1063995,175.9563293,480.5408743,480.5220059,140.8196411,176.093277,26.279308,0.574934721,-2.95E-14,0.341450006,0,1,0,66.97351029
1221,45.34144211,0.0000105,311.3739057,0,139.9685669,68.01186371,1,0,176.0038452,175.9563293,480.5164564,480.5220059,140.473999,175.9967041,26.253162,0.779086888,-3.15E-14,0.411308527,0,1,0,43.63647612
1222,54.48517227,0.0000152,359.7810194,0,139.9656067,68.01186371,1,0,175.9618683,175.9563293,480.5185176,480.5220059,139.9775391,175.9618683,26.253162,0.901437521,-3.32E-14,0.40676707,0,1,0,43.63647612
1223,54.21715927,0.000015,356.8719286,0,139.9657288,68.01186371,1,0,175.9647827,175.9563293,480.517672,480.5220059,139.9215546,175.9656677,26.200867,0.897701263,-3.31E-14,0.40652889,0,1,0,264.907114
1224,52.41473389,0.0000141,344.0137782,0,139.9663696,68.01186371,1,0,175.9781952,175.9563293,480.5181477,480.5220059,139.8778839,175.9797821,26.174719,0.872861028,-3.28E-14,0.402721405,0,1,0,266.3998906
1225,49.48370743,0.0000125,324.4285797,0,139.9674225,68.01186371,1,0,175.9985657,175.9563293,480.5201561,480.5220059,139.870636,176.0004883,26.148518,0.833385885,-3.22E-14,0.395908505,0,1,0,265.1684676
1226,46.34062576,0.000011,304.1099718,0,139.9683533,68.01186371,1,0,176.0197144,175.9563293,480.5239614,480.5220059,139.9042511,176.0213165,26.12237,0.792071581,-3.17E-14,0.386369467,0,1,0,266.0707943
1227,43.93222046,0.00000987,289.2948476,0,139.9687958,68.01186371,1,0,176.0349884,175.9563293,480.5273969,480.5220059,139.979187,176.0356445,26.096167,0.760908306,-3.13E-14,0.379846722,0,1,0,265.535154
1228,43.13291168,0.00000952,285.4648183,0,139.9683533,68.01186371,1,0,176.03862,175.9563293,480.5302509,480.5220059,140.0743713,176.0379486,26.069965,0.750627518,-3.12E-14,0.377034247,0,1,0,265.6972567
1229,44.30160141,0.00001,294.7666399,0,139.9671021,68.01186371,1,0,176.0284576,175.9563293,480.5315194,480.5220059,140.1640778,176.026413,26.043762,0.765676796,-3.14E-14,0.379466951,0,1,0,265.410788
1230,47.43950653,0.0000115,316.9474953,0,139.9649506,68.01186371,1,0,176.0046692,175.9563293,480.5312023,480.5220059,140.2276306,176.0014191,26.043762,0.806432903,-3.19E-14,0.385970861,0,1,0,265.410788
1231,52.83204269,0.0000143,353.9743054,0,139.9619751,68.01186371,1,0,175.9648895,175.9563293,480.5272383,480.5220059,140.2492676,175.9609375,26.017506,0.878589392,-3.28E-14,0.40054366,0,1,0,274.1617648
1232,59.97776794,0.0000184,401.1897477,0,139.9586792,68.01186371,1,0,175.9145813,175.9563293,480.5198918,480.5220059,140.1885681,175.9110565,25.965046,0.98060745,-3.43E-14,0.420183003,0,1,0,274.3791534
1233,66.28504181,0.0000225,439.8460839,0,139.9564362,68.01186371,1,0,175.8734894,175.9563293,480.5113825,480.5220059,140.0297241,175.8720551,25.938787,1.078705072,-3.58E-14,0.437526077,0,1,0,274.470564
1234,68.04007721,0.0000237,446.0821161,0,139.956604,68.01186371,1,0,175.8667297,175.9563293,480.505463,480.5220059,139.8160858,175.8683777,25.912586,1.10755682,-3.62E-14,0.443643779,0,1,0,274.4383413
1235,62.68291855,0.0000201,406.2967954,0,139.9597321,68.01186371,1,0,175.9083099,175.9563293,480.5083171,480.5220059,139.6287231,175.9129791,25.886272,1.021636367,-3.49E-14,0.425864369,0,1,0,274.9864933
1236,52.55412674,0.0000141,338.7244223,0,139.9643555,68.01186371,1,0,175.9788971,175.9563293,480.5161393,480.5220059,139.5591125,175.9850616,25.860016,0.874761701,-3.28E-14,0.398182988,0,1,0,274.7745087
1237,42.38622665,0.00000919,273.6821433,0,139.9682922,68.01186371,1,0,176.0466309,175.9563293,480.5233801,480.5220059,139.6416779,176.0521851,25.83376,0.74102205,-3.11E-14,0.377466619,0,1,0,274.9540874
1238,35.19257736,0.00000634,229.1391868,0,139.9704895,68.01186371,1,0,176.0926666,175.9563293,480.5318893,480.5220059,139.848175,176.0957947,25.807446,0.648251772,-3.01E-14,0.359665066,0,1,0,275.4665178
1239,31.82108498,0.00000518,209.9051587,0,139.9707642,68.01186371,1,0,176.1119537,175.9563293,480.5387602,480.5220059,140.1168365,176.1115112,25.807446,0.604387701,-2.97E-14,0.350768,0,1,0,275.4665178
1240,32.39943695,0.00000537,216.8734647,0,139.9691772,68.01186371,1,0,176.103653,175.9563293,480.5447854,480.5220059,140.3857727,176.0993652,25.781189,0.611957073,-2.98E-14,0.347648799,0,1,0,275.7834505
1241,37.38990021,0.00000715,254.2660452,0,139.9654999,68.01186371,1,0,176.0623932,175.9563293,480.5457367,480.5220059,140.6255035,176.0531158,25.728565,0.676727474,-3.04E-14,0.359329224,0,1,0,308.2660199
1242,51.16839218,0.0000134,354.6186857,0,139.9585876,68.01186371,1,0,175.9534149,175.9563293,480.5381788,480.5220059,140.7650299,175.9406128,25.702251,0.855983853,-3.25E-14,0.391122967,0,1,0,227.2728908
1243,76.26660919,0.0000298,522.3647984,0,139.9490662,68.01186371,1,0,175.7779694,175.9563293,480.5129681,480.5220059,140.4832764,175.7681274,25.675884,1.251871943,-3.85E-14,0.457066506,0,1,0,227.5441549
1244,98.17306519,0.0000493,648.4822845,0,139.9438477,68.01186371,1,0,175.6478271,175.9563293,480.4776097,480.5220059,139.8763428,175.6467285,25.649572,1.712734461,-4.62E-14,0.528497815,0,1,0,271.9793239
1245,92.41875458,0.0000437,588.2111423,0,139.9512634,68.01186371,1,0,175.7118225,175.9563293,480.4667749,480.5220059,139.2422791,175.7203979,25.623205,1.579119802,-4.39E-14,0.522585332,0,1,0,271.1648723
1246,63.44590759,0.0000206,395.2410268,0,139.9664307,68.01186371,1,0,175.9142456,175.9563293,480.4872817,480.5220059,138.8779602,175.9287567,25.596893,1.033441067,-3.51E-14,0.442540467,0,1,0,272.351451
1247,37.15237427,0.00000706,231.1517213,0,139.9781342,68.01186371,1,0,176.0860138,175.9563293,480.5102726,480.5220059,138.9697571,176.1004639,25.596893,0.673595607,-3.04E-14,0.371507794,0,1,0,272.351451
1248,22.42647552,0.00000257,141.3698056,0,139.9837341,68.01186371,1,0,176.1793518,175.9563293,480.5233801,480.5220059,139.3872375,176.188797,25.544159,0.476626813,-2.89E-14,0.3368119,0,1,0,272.4760002
1249,15.89388847,0.00000129,102.3374496,0,139.9857178,68.01186371,1,0,176.2197723,175.9563293,480.5327878,480.5220059,139.8626709,176.2236786,25.517792,0.376235247,-2.85E-14,0.317794949,0,1,0,221.7193236
1250,13.52501011,0.000000936,88.43628445,0,139.9858704,68.01186371,1,0,176.2360382,175.9563293,480.5382845,480.5220059,140.2805786,176.2338409,25.49137,0.335463166,-2.83E-14,0.312584043,0,1,0,205.7458499
1251,12.88481331,0.000000849,85.71545547,0,139.9849548,68.01186371,1,0,176.2362061,175.9563293,480.5438869,480.5220059,140.761734,176.2239532,25.465002,0.323903948,-2.83E-14,0.310293406,0,1,0,383.3641751
1252,17.11219025,0.0000015,120.9226183,0,139.9820251,68.01186371,1,0,176.1945038,175.9563293,480.5462124,480.5220059,141.1075745,176.1782532,25.43858,0.396149993,-2.85E-14,0.319182605,0,1,0,54.07681261
1253,29.35938072,0.00000441,206.5762205,0,139.9768677,68.01186371,1,0,176.1105804,175.9563293,480.5436755,480.5220059,140.9270782,176.0959015,25.412159,0.571960628,-2.95E-14,0.340533465,0,1,0,54.15509779
1254,47.02022552,0.0000113,324.0694223,0,139.9702759,68.01186371,1,0,175.9951019,175.9563293,480.5307794,480.5220059,140.5488739,175.9867096,25.385736,0.800946355,-3.18E-14,0.382895917,0,1,0,54.20713678
1255,58.85015869,0.0000177,390.0145775,0,139.9663696,68.01186371,1,0,175.9344635,175.9563293,480.5170378,480.5220059,140.0331116,175.9334259,25.385736,0.963911593,-3.4E-14,0.418045282,0,1,0,54.20713678
